flow_id,screen_id,route,actor,state,trigger,visible_structure,primary_action,secondary_action,system_response,preserved_input,error_or_status,recovery,analytics_event,accessibility_requirement,source_of_truth,qa_status
FLOW-ACTIVITY-01,ACT-02,/activity/{activityId},enrolled learner,offline_or_stale,offline while dirty,"offline-unsaved label; local draft; save disabled",Reconnect,Continue editing,"keep private local draft; no server-save claim",reflection draft,offline_unsaved,reconnect and retry,reflection_offline,"offline and saved-vs-unsaved distinction",local draft,spec_ready
FLOW-ACTIVITY-01,ACT-02,/activity/{activityId},enrolled learner,unauthorized_or_expired,session expires while dirty,"expiry banner/dialog; preserved draft reassurance",Reauthenticate,Leave safely,"return to exact activity and draft",reflection draft,activity_session_expired,reauth then reconcile,reflection_expired,"focus dialog; Escape and return focus",host-only session plus local draft,spec_ready
FLOW-ACTIVITY-01,ACT-02,/activity/{activityId},enrolled learner,success,reflection completion accepted,"recorded status; next action",Continue to implement,Review reflection,"completion follows configured policy; no score claim",none,reflection_completed,open next or module,reflection_completed,"success announced",canonical evidence/progress,spec_ready
FLOW-ACTIVITY-01,ACT-03,/activity/{activityId},enrolled learner,ready,implementation activity eligible,"instructions; click-first choices/checklist; bounded evidence field",Start or submit evidence,Back to module,"show started/submitted/completed distinctions",safe evidence draft,not_started_or_in_progress,save/submit or return,implementation_opened,"labels and instructions; no drag-only action",activity evidence service,spec_ready
FLOW-ACTIVITY-01,ACT-03,/activity/{activityId},enrolled learner,processing,submit evidence,"submitting status; idempotent command",Wait,None,"create/reuse canonical submission and evaluate policy",submitted local text,submitting,retry same command,implementation_submitted,"status announced",evidence service,spec_ready
FLOW-ACTIVITY-01,ACT-03,/activity/{activityId},enrolled learner,success,canonical submission accepted,"submitted/completed status; verification limits",Continue to review,View evidence,"show exact result; no real-world certainty",none,evidence_recorded,open review or return,implementation_completed,"success text/icon",canonical evidence,spec_ready
FLOW-ACTIVITY-01,ACT-03,/activity/{activityId},enrolled learner,retryable_error,submission fails,"failure panel; draft retained",Retry submission,Copy text,"no duplicate or completion claim",evidence draft,submit_failed,retry same intent or support,implementation_submit_failed,"alert and keyboard actions",local/server draft,spec_ready
FLOW-ACTIVITY-01,ACT-03,/activity/{activityId},enrolled learner,offline_or_stale,offline during evidence edit,"local draft and unsupported/queued label per contract",Reconnect,Continue editing,"no official submission while offline unless explicitly supported",evidence draft,implementation_offline,reconnect and retry,implementation_offline,"status distinguishes local from submitted",local draft,spec_ready
FLOW-ACTIVITY-01,ACT-03,/activity/{activityId},enrolled learner,unauthorized_or_expired,session expires during draft,"expiry notice; draft reassurance",Reauthenticate,Leave safely,"restore exact step and draft",evidence draft,implementation_expired,reauth and reconcile,implementation_expired,"focus and return intent",host-only session plus local draft,spec_ready
FLOW-ACTIVITY-01,ACT-03,/activity/{activityId},enrolled learner,success,configured completion predicate true,"completion and next action",Continue to review,Back to module,"record canonical completion once",none,implementation_activity_completed,open next,implementation_completed,"success announced",canonical progress,spec_ready
FLOW-ACTIVITY-01,ACT-04,/activity/{activityId},enrolled learner,ready,review eligible,"observed-pattern prompt; draft/save state",Save review,Back to implementation,"save self-observation only",review draft,in_progress,save/retry,review_opened,"label and save status",review evidence service,spec_ready
FLOW-ACTIVITY-01,ACT-04,/activity/{activityId},enrolled learner,processing,save review,"saving state; no duplicate",Wait,Cancel if safe,"persist revision-aware draft",review draft,saving,retry same intent,review_save_started,"polite status",review draft service,spec_ready
FLOW-ACTIVITY-01,ACT-04,/activity/{activityId},enrolled learner,retryable_error,save fails,"failure plus preserved draft",Retry save,Copy text,"no completion/score claim",review draft,review_save_failed,reconnect/retry,review_save_failed,"alert associated",local draft,spec_ready
FLOW-ACTIVITY-01,ACT-04,/activity/{activityId},enrolled learner,success,review accepted,"review recorded; improve next action",Continue to improve,Edit review if allowed,"record canonical review completion",none,review_completed,open improve,review_completed,"success announced",canonical evidence/progress,spec_ready
FLOW-ACTIVITY-01,ACT-04,/activity/{activityId},enrolled learner,offline_or_stale,offline while dirty,"local draft; saved-vs-unsaved label",Reconnect,Continue editing,"block canonical save",review draft,review_offline,reconnect and retry,review_offline,"non-color status",local draft,spec_ready
FLOW-ACTIVITY-01,ACT-04,/activity/{activityId},enrolled learner,unauthorized_or_expired,session expires during review,"expiry notice; draft preserved",Reauthenticate,Leave safely,"return exact review state",review draft,review_expired,reauth and reconcile,review_expired,"focus return",host-only session plus local draft,spec_ready
FLOW-ACTIVITY-01,ACT-05,/activity/{activityId},enrolled learner,ready,improve eligible,"one-change prompt; action field; save/complete",Save improvement,Back to review,"record explicit behavior/correction/next action",improvement draft,in_progress,save/retry,improve_opened,"label and requirements",improvement evidence service,spec_ready
FLOW-ACTIVITY-01,ACT-05,/activity/{activityId},enrolled learner,processing,save improvement,"saving state",Wait,Cancel if safe,"persist revision-aware draft",improvement draft,saving,retry same intent,improve_save_started,"polite status",improvement draft service,spec_ready
FLOW-ACTIVITY-01,ACT-05,/activity/{activityId},enrolled learner,retryable_error,save fails,"failure and preserved draft",Retry save,Copy text,"no completion claim",improvement draft,improve_save_failed,reconnect/retry,improve_save_failed,"alert associated",local draft,spec_ready
FLOW-ACTIVITY-01,ACT-05,/activity/{activityId},enrolled learner,success,improvement completion accepted,"module result and next action",View module progress,Review answer,"evaluate required activities server-side; no score/mastery fabrication",none,improvement_completed,open progress/module,improvement_completed,"success and next action announced",canonical progress,evidence_ready
FLOW-ACTIVITY-01,ACT-05,/activity/{activityId},enrolled learner,offline_or_stale,offline while dirty,"local draft and unsaved status",Reconnect,Continue editing,"block canonical completion",improvement draft,improve_offline,reconnect/retry,improve_offline,"offline status text",local draft,spec_ready
FLOW-ACTIVITY-01,MEDIA-01,/activity/{activityId},enrolled learner,ready,approved media session available,"play/pause; seek; captions; transcript; resume; coverage status",Play or resume,Open transcript,"start signed media session; no completion claim",resume point,media_ready,retry source or return,media_started,"keyboard controls; caption track; focus not obscured",media delivery port plus evidence policy,gap_blocked
FLOW-ACTIVITY-01,MEDIA-01,/activity/{activityId},enrolled learner,processing,interval evidence pending,"coverage/pending label; playback remains available",Continue watching,Refresh status,"server evaluates unique intervals under policy version",none,media_evidence_processing,leave and return,media_evidence_processing,"status announcement",server evidence service,gap_blocked
FLOW-ACTIVITY-01,MEDIA-01,/activity/{activityId},enrolled learner,retryable_error,provider startup/rebuffer failure,"provider-neutral error; saved coverage statement",Retry media,Open transcript,"keep unaffected activity available",none,media_provider_error,retry/support,media_provider_error,"error and alternate action",provider adapter,gap_blocked
FLOW-ACTIVITY-01,MEDIA-01,/activity/{activityId},enrolled learner,partial,captions/transcript unavailable,"player core plus explicit missing alternative label",Play media,Back,"do not imply accessibility support is complete",none,media_accessibility_partial,use available alternative or support,media_partial,"caption/transcript state announced",approved media asset set,gap_blocked
FLOW-ACTIVITY-01,MEDIA-01,/activity/{activityId},enrolled learner,offline_or_stale,network lost during media,"stale resume/coverage label; controls limited",Reconnect,Back to module,"no new evidence mutation offline",resume point,media_offline,reconnect,media_offline,"offline text and keyboard escape",local safe resume plus canonical evidence,gap_blocked
FLOW-ACTIVITY-01,MEDIA-01,/activity/{activityId},enrolled learner,locked,policy/prerequisite denies media,"safe lock reason; no source URL/token",Open prerequisite,Back,"deny media session",none,media_locked,complete prerequisite,media_locked_viewed,"lock text plus icon",authorization/provider policy,spec_ready
FLOW-PROGRESS-01,PROG-01,/progress,learner,loading,open progress,"chart/list skeleton; shell retained",Wait,Use nav,"load canonical progress projection",none,progress_loading,retry,progress_viewed,"skeleton semantics and landmarks",canonical learning projection,spec_ready
FLOW-PROGRESS-01,PROG-01,/progress,learner,ready,canonical evidence available,"course percentage/counts; module/activity statuses; range control",Open module or activity,Change range,"render canonical facts and safe lock reasons",range selection,none,follow owned route,progress_ready,"text equivalents; missing ≠ zero",canonical progress projection,reference_ready
FLOW-PROGRESS-01,PROG-01,/progress,learner,empty,no evidence/enrollment projection,"no-evidence explanation with catalog/home link",Browse or return home,Retry,"do not display zero as a substitute for unavailable data",range selection,no_progress_projection,browse or support,progress_empty,"empty state explained",canonical progress projection,spec_ready
FLOW-PROGRESS-01,PROG-01,/progress,learner,retryable_error,projection request fails,"retry panel",Retry progress,Use nav,"preserve range selection",range selection,progress_unavailable,retry/support,progress_retry,"error live region",progress API,spec_ready
FLOW-PROGRESS-01,PROG-01,/progress,learner,partial,core progress loaded but insight/module detail missing,"core counts plus partial label",Open available detail,Retry missing,"do not infer missing values",range selection,progress_partial,continue/retry,progress_partial,"missing status text",canonical progress + read model,spec_ready
FLOW-PROGRESS-01,PROG-01,/progress,learner,offline_or_stale,cached projection available,"stale label; read-only progress",Reconnect,Open cached module,"no canonical mutation from cache",range selection,progress_stale,reconnect,progress_offline,"stale text and no color-only status",allowlisted local cache,spec_ready
FLOW-PROGRESS-01,PROG-01,/progress,learner,unauthorized_or_expired,session expired,"reauth message; no private progress",Reauthenticate,Go home,"return through AUTH-07",range selection,progress_expired,reauth and restore,progress_expired,"focus reauth action",host-only session,spec_ready
FLOW-PROGRESS-01,INSIGHT-01,/progress,learner,ready,descriptive read model available,"text summary; optional chart; source/time label",Read insight,Open progress detail,"show descriptive signal only",range selection,none,continue to canonical detail,insight_viewed,"chart has text equivalent and names values",analytics/read model,reference_ready
FLOW-PROGRESS-01,INSIGHT-01,/progress,learner,empty,no comparable descriptive data,"no-insight explanation; progress remains available",View progress,Change range,"do not imply zero behavior or mastery",range selection,no_insight_data,continue or retry,insight_empty,"empty text distinct from zero",analytics/read model,spec_ready
FLOW-PROGRESS-01,INSIGHT-01,/progress,learner,partial,one panel unavailable,"available text plus unavailable panel label",View available insight,Retry panel,"do not merge missing with zero",range selection,insight_partial,continue/retry,insight_partial,"unavailable panel announced",analytics/read model,spec_ready
FLOW-PROGRESS-01,INSIGHT-01,/progress,learner,retryable_error,analytics/read-model request fails,"retry panel",Retry insight,View canonical progress,"analytics failure does not block progress",range selection,insight_unavailable,retry or continue,insight_retry,"error live region",analytics/read model,spec_ready
FLOW-PROGRESS-01,INSIGHT-01,/progress,learner,offline_or_stale,stale insight cache,"stale timestamp; no mutations",Reconnect,View canonical cached progress,"do not label stale insight as current",range selection,insight_stale,reconnect,insight_offline,"stale status text",allowlisted analytics cache,spec_ready
FLOW-NOTIFY-01,NOTIF-01,/notifications,learner,loading,open notification center,"row skeleton; shell retained",Wait,Use nav,"load notification page and read state",none,notifications_loading,retry,notifications_viewed,"row semantics and landmarks",notification/read-state service,spec_ready
FLOW-NOTIFY-01,NOTIF-01,/notifications,learner,ready,notifications available,"unread/read rows; safe titles; owned deep links; settings link",Open notification,Mark read,"open owned route and idempotently update read state",none,none,return to center,notifications_ready,"row labels include read state and destination",notification/read-state service,reference_ready
FLOW-NOTIFY-01,NOTIF-01,/notifications,learner,empty,no notifications,"honest empty message; global nav retained",Use learning nav,Open settings,"no implied delivery or learning state",none,no_notifications,continue,notifications_empty,"empty heading announced",notification service,spec_ready
FLOW-NOTIFY-01,NOTIF-01,/notifications,learner,retryable_error,notification request fails,"retry panel",Retry notifications,Use nav,"no false unread count",none,notifications_unavailable,retry/support,notifications_retry,"error live region",notification service,spec_ready
FLOW-NOTIFY-01,NOTIF-01,/notifications,learner,partial,some pages/rows unavailable,"available rows plus partial label",Open available row,Retry missing,"keep read state precise",none,notifications_partial,continue/retry,notifications_partial,"partial status text",notification service,spec_ready
FLOW-NOTIFY-01,NOTIF-01,/notifications,learner,unauthorized_or_expired,session expired,"reauth state; no private notifications",Reauthenticate,Go home,"return through expiry flow",none,notifications_expired,reauth,notifications_expired,"focus action",host-only session,spec_ready
FLOW-NOTIFY-01,NOTIF-01,/notifications,learner,success,read mutation confirmed,"row marked read; confirmation text",Open target,Back,"read state updated once",none,notification_read,return or continue,notification_read,"announcement without focus loss",notification/read-state API,spec_ready
FLOW-PROFILE-01,PROF-01,/profile,learner,loading,open profile,"profile skeleton; avatar placeholder",Wait,Use nav,"load self-scoped identity facts",none,profile_loading,retry,profile_viewed,"heading/landmark order",self-scoped profile API,spec_ready
FLOW-PROFILE-01,PROF-01,/profile,learner,ready,profile facts available,"avatar; name/email facts; context attributes; edit links",Edit avatar or learning setup,Open settings,"render server-owned facts only",none,none,navigate to subflow,profile_ready,"avatar alt/name; headings; action labels",self-scoped profile API,reference_ready
FLOW-PROFILE-01,PROF-01,/profile,learner,empty,incomplete profile,"incomplete-profile message; bounded setup link",Complete learning setup,Use nav,"do not infer role/access from missing fields",none,profile_incomplete,onboarding path,profile_incomplete,"explain missing fields",profile API,spec_ready
FLOW-PROFILE-01,PROF-01,/profile,learner,retryable_error,profile request fails,"retry panel",Retry profile,Use nav,"preserve shell",none,profile_unavailable,retry/support,profile_retry,"error live region",profile API,spec_ready
FLOW-PROFILE-01,PROF-01,/profile,learner,offline_or_stale,cached profile available,"stale label; read-only facts",Reconnect,Use cached profile,"no profile mutation from cache",none,profile_stale,reconnect,profile_offline,"stale status text",allowlisted local cache,spec_ready
FLOW-PROFILE-01,PROF-01,/profile,learner,unauthorized_or_expired,session expired,"reauth state; no profile details",Reauthenticate,Go home,"return through AUTH-07",none,profile_expired,reauth,profile_expired,"focus action",host-only session,spec_ready
FLOW-PROFILE-01,AVATAR-01,/profile,learner,ready,open crop overlay,"file picker guidance; crop viewport; preview; cancel/submit",Choose image,Cancel,"keep current avatar until submit",local file preview,none,adjust crop or cancel,avatar_crop_opened,"crop controls keyboard alternative; preview alt",local preview only,spec_ready
FLOW-PROFILE-01,AVATAR-01,/profile,learner,validation_error,file type/size/dimension invalid,"specific file error; current avatar retained",Choose another file,Cancel,"reject invalid object before upload",none,avatar_file_invalid,reselect and retry,avatar_validation_failed,"error linked to file input",profile upload policy,gap_blocked
FLOW-PROFILE-01,AVATAR-01,/profile,learner,processing,upload submitted,"processing indicator; current avatar retained",Wait,Cancel only if safe,"submit through approved profile service; no duplicate upload",local crop,avatar_processing,leave and return safely,avatar_upload_started,"status announced; no focus trap without exit",profile object service,gap_blocked
FLOW-PROFILE-01,AVATAR-01,/profile,learner,retryable_error,upload/network failure,"failure panel; prior avatar and crop retained",Retry upload,Cancel,"do not supersede current avatar",local crop,avatar_upload_failed,reconnect/retry or cancel,avatar_upload_failed,"error linked to actions",profile object service,gap_blocked
FLOW-PROFILE-01,AVATAR-01,/profile,learner,success,new avatar revision accepted,"new avatar preview; saved confirmation",Done,Edit again,"new object current; old object superseded per policy",none,avatar_updated,return profile,avatar_updated,"success announced; return focus",profile object revision,gap_blocked
FLOW-PROFILE-01,AVATAR-01,/profile,learner,offline_or_stale,offline before submit,"offline notice; preview remains local; submit disabled",Reconnect,Cancel,"never claim upload or current-avatar change",local crop,avatar_offline,reconnect and retry,avatar_offline,"offline status and safe cancel",local preview,spec_ready
FLOW-SETTINGS-01,SET-01,/settings,learner,ready,open account section,"verified account facts; edit routes; data-boundary explanation",Edit profile,Open privacy,"no hidden mutation",none,none,navigate,settings_account_viewed,"labels and heading structure",`/v1/me`,reference_ready
FLOW-SETTINGS-01,SET-01,/settings,learner,retryable_error,account read fails,"retry panel",Retry account,Use nav,"preserve section",none,settings_account_unavailable,retry/support,settings_account_retry,"error live region",`/v1/me`,spec_ready
FLOW-SETTINGS-01,SET-01,/settings,learner,offline_or_stale,cached facts available,"stale label; read-only account facts",Reconnect,Use cached facts,"no account mutation offline",none,settings_account_stale,reconnect,settings_account_offline,"stale status text",allowlisted local cache,spec_ready
FLOW-SETTINGS-01,SET-02,/settings,learner,ready,open appearance section,"Light/Dark/System radio group; preview; current selection",Choose theme,Reset to Light,"apply local preference and retain shell",theme choice,none,change selection or restore,theme_settings_viewed,"radio group semantics; focus visible",device-local browser preference,reference_ready
FLOW-SETTINGS-01,SET-02,/settings,learner,processing,theme change applied,"brief applied status; no server spinner",Wait,Choose another,"write best-effort local state and update CSS",theme choice,theme_applying,fall back to System on storage failure,theme_changed,"announce selection without disorienting focus",device-local browser preference,spec_ready
FLOW-SETTINGS-01,SET-02,/settings,learner,retryable_error,local storage write fails,"fallback explanation; current presentation remains usable",Use System,Retry local preference,"do not block learning or call API",theme choice,theme_storage_unavailable,use System/current page,theme_storage_failed,"announce fallback",device-local browser preference,spec_ready
FLOW-SETTINGS-01,SET-03,/settings,learner,ready,open learning setup section,"link/summary to onboarding editor; saved status if known",Edit learning setup,Back,"open ONB-01 rather than duplicate fields",none,none,go onboarding,settings_learning_viewed,"link purpose and current status",onboarding/profile API,reference_ready
FLOW-SETTINGS-01,SET-03,/settings,learner,retryable_error,onboarding summary unavailable,"retry/link remains available",Retry summary,Open onboarding,"do not infer missing profile",none,learning_setup_unavailable,retry or edit directly,settings_learning_retry,"error linked",onboarding/profile API,spec_ready
FLOW-SETTINGS-01,SET-04,/settings,learner,ready,open privacy/security section,"recovery links; Terms/Privacy; approved data controls only",Open recovery or policy,Back,"show allowed policy paths; no invented deletion workflow",none,none,follow approved link,settings_privacy_viewed,"link names and target announced",security/privacy contract,reference_ready
FLOW-SETTINGS-01,SET-04,/settings,learner,permission_denied,unavailable sensitive control,"safe unavailable explanation",Contact help,Back,"do not reveal protected policy details",none,settings_control_unavailable,use support path,settings_permission_denied,"status text, not hidden control",security/privacy contract,spec_ready
FLOW-SETTINGS-01,SET-05,/settings,learner,ready,open sessions section,"current session facts; sign-out; safe session help",Sign out,Back,"call canonical logout and prepare cache purge",none,none,confirm if required,settings_sessions_viewed,"button label states consequence",session API,spec_ready
FLOW-SETTINGS-01,SET-05,/settings,learner,processing,sign-out submitted,"busy confirmation; navigation guard",Wait,Cancel only if safe,"revoke current session and purge allowlisted cache",none,logout_processing,retry same logout intent,logout_started,"announce status",session API,spec_ready
FLOW-SETTINGS-01,SET-05,/settings,learner,retryable_error,logout request fails,"error with retry; safe local cleanup status",Retry sign out,Contact help,"do not claim sign-out if server result unknown",none,logout_failed,retry/support; fail closed locally,logout_failed,"error announced",session API plus local cache,spec_ready
FLOW-SETTINGS-01,SET-05,/settings,learner,success,logout confirmed,"signed-out confirmation/public route",Continue,none,"clear session and purge owner-scoped cache/drafts per policy",none,logout_complete,return login,logout_completed,"focus public heading",session API plus local cleanup,spec_ready
FLOW-CERT-01,CERT-01,/certificates/{certificateId},learner,loading,open certificate link,"artifact-shaped skeleton",Wait,Back to progress,"load self-scoped certificate state",none,certificate_loading,retry,certificate_opened,"skeleton landmarks",certificate/completion API,spec_ready
FLOW-CERT-01,CERT-01,/certificates/{certificateId},learner,ready,issued artifact authorized,"certificate metadata; view/download action; completion distinction",View certificate,Back to progress,"show immutable course-completion artifact",none,certificate_issued,return progress,certificate_viewed,"artifact metadata and action labels",self-scoped certificate API,spec_ready
FLOW-CERT-01,CERT-01,/certificates/{certificateId},learner,empty,completion not met or issuance not available,"truthful incomplete/processing explanation",View progress,Back,"do not say competency or mastery",none,certificate_not_issued,complete configured requirements or wait,certificate_unavailable,"status text and next action",completion predicate plus certificate API,spec_ready
FLOW-CERT-01,CERT-01,/certificates/{certificateId},learner,processing,issuance job pending,"processing status; leave/return guidance",Leave and return,Refresh status,"do not claim artifact exists until issued",none,certificate_processing,return later or bounded refresh,certificate_processing,"async status announced",certificate issuance projection,gap_blocked
FLOW-CERT-01,CERT-01,/certificates/{certificateId},learner,retryable_error,certificate read/issuance failure,"retry panel; completion state link",Retry certificate,View progress,"preserve completion facts",none,certificate_unavailable,retry/support,certificate_retry,"error live region",certificate API,gap_blocked
FLOW-CERT-01,CERT-01,/certificates/{certificateId},learner,permission_denied,wrong learner or unauthorized ID,"safe not-available message; no existence disclosure",Back to progress,Contact help,"do not reveal another learner artifact",none,certificate_denied,use support path,certificate_denied,"safe message announced",authorization boundary,spec_ready
FLOW-RESILIENCE-01,SYS-01,retained shell,learner,loading,route/API request in flight,"route-shaped skeleton; shell chrome retained",Wait,Safe navigation,"classify result before rendering empty/zero",none,request_loading,wait/retry,route_loading,"skeleton and landmarks",presentation plus named domain state,spec_ready
FLOW-RESILIENCE-01,SYS-02,any supported route,learner,retryable_error,transient request/provider failure,"domain-specific error; retry; help",Retry same action,Return safely,"preserve input and trace state without internal detail",safe input,request_failed,retry/support,request_retry,"live region and focus action",presentation plus source service,spec_ready
FLOW-RESILIENCE-01,SYS-02,any supported route,learner,terminal_error,policy/resource/action cannot complete,"terminal explanation and named safe route",Return or contact help,Back,"no unsupported fallback or false success",safe input,terminal_failure,use support/governed recovery,terminal_state_viewed,"announce terminal state",canonical domain policy,spec_ready
FLOW-RESILIENCE-01,SYS-03,/offline,learner,offline_or_stale,network unavailable,"connection explanation; safe cached links; retry; no protected data",Reconnect,Open public/help route,"block protected mutation and explain cache boundary",local draft if supported,offline_shell,reconnect; do not auto-submit,offline_surface_viewed,"offline status and focus; no color-only message",local shell/cache,spec_ready
FLOW-RESILIENCE-01,SYS-04,protected route,learner,locked,server-authorized prerequisite or access condition,"safe lock reason; permitted next action",Open prerequisite,Back,"deny protected payload",none,resource_locked,complete prerequisite/support,locked_state_viewed,"lock icon plus text",authorization/progression projection,spec_ready
FLOW-RESILIENCE-01,SYS-04,protected route,learner,permission_denied,authenticated actor lacks action/resource permission,"safe denial; global nav retained",Return safely,Contact help,"do not expose resource existence/payload beyond policy",none,permission_denied,use support if needed,permission_denied_viewed,"status announced; focus action",server authorization,spec_ready
